Date,LMCADS03,LMCADY,DXY,COMXCOPR,SPX,BCOM,MXWD,CL1,XAU,XAG
2006-12-20,6530.0,6498.0,83.55,31867.0,1423.53,166.5524,367.15,63.72,620.45,12.475
2006-12-21,6330.0,6305.0,83.59,32333.0,1418.3,165.8346,366.18,62.66,618.5,12.395
2006-12-22,6325.0,6310.0,83.81,32883.0,1410.77,166.4779,364.72,62.41,621.01,12.575
2006-12-25,6325.0,6310.0,83.81,32883.0,1410.77,166.4779,364.55,62.41,620.75,12.59
2006-12-26,6325.0,6310.0,84.06,33582.0,1416.9,165.7551,365.15,61.1,624.7,12.665
2006-12-27,6380.0,6366.0,83.97,34071.0,1426.84,165.7561,368.17,60.34,627.2,12.785
2006-12-28,6380.0,6366.0,83.82,34078.0,1424.73,166.2714,368.4,60.53,634.9,12.855
2006-12-29,6330.0,6308.0,83.65,34078.0,1418.3,166.5087,367.78,61.05,636.7,12.905
2007-01-01,6330.0,6308.0,83.65,34078.0,1418.3,166.5087,367.79,61.05,636.8,12.925
2007-01-02,6110.0,6080.0,83.27,34078.0,1418.3,166.5087,370.68,61.05,640.5,13.185
2007-01-03,5855.0,5823.0,83.92,33995.0,1416.6,161.1722,369.2,58.32,627.5,12.575
2007-01-04,5715.0,5697.0,84.34,33995.0,1418.34,159.2099,367.76,55.59,622.0,12.595
2007-01-05,5611.0,5593.0,84.64,35321.0,1409.71,157.9537,364.03,56.31,607.4,12.195
2007-01-08,5606.0,5592.0,84.57,36186.0,1412.84,157.0678,364.22,56.09,610.0,12.315
2007-01-09,5625.0,5606.0,84.75,36070.0,1412.11,155.88,364.15,55.64,613.7,12.5
2007-01-10,5879.0,5863.5,85.07,36186.0,1414.85,157.3043,362.12,54.02,611.3,12.365
2007-01-11,5895.0,5891.0,85.28,36108.0,1423.83,156.8002,364.66,51.88,611.6,12.345
2007-01-12,5750.0,5739.5,85.02,36403.0,1430.73,159.5606,367.76,52.99,627.2,12.875
2007-01-15,5630.0,5613.0,84.94,36403.0,1430.73,159.5606,369.47,52.99,626.7,12.895
2007-01-16,5715.0,5684.0,85.06,36445.0,1431.9,158.2885,368.71,51.21,624.8,12.555
2007-01-17,5650.0,5611.0,84.94,36216.0,1430.62,158.613,368.76,52.24,631.8,12.805
2007-01-18,5540.0,5502.0,84.91,36687.0,1426.37,157.3687,368.22,50.48,627.7,12.635
2007-01-19,5605.0,5565.0,84.86,36679.0,1430.5,160.4048,369.53,51.99,635.4,12.855
2007-01-22,5620.0,5573.0,85.04,36410.0,1422.96,161.297,368.97,51.13,633.4,12.925
2007-01-23,5660.0,5617.0,84.67,36410.0,1427.99,164.8801,370.5,55.04,646.7,13.245
2007-01-24,5715.0,5679.5,84.93,36410.0,1440.13,163.9686,372.99,55.37,648.8,13.235
2007-01-25,5860.0,5828.0,85.11,36410.0,1423.9,162.3778,370.49,54.23,646.1,13.315
2007-01-26,5810.0,5774.0,85.23,36410.0,1422.18,163.551,368.28,55.42,646.0,13.365
2007-01-29,5585.0,5540.5,85.09,36410.0,1420.62,160.5983,368.42,54.01,643.7,13.175
2007-01-30,5640.0,5597.5,84.99,36135.0,1428.82,164.6986,370.35,56.97,647.3,13.355
2007-01-31,5735.0,5696.0,84.6,35969.0,1438.24,166.0942,371.2,58.14,653.2,13.525
2007-02-01,5600.0,5561.0,84.64,36169.0,1445.94,164.818,374.73,57.3,657.2,13.645
2007-02-02,5345.0,5306.0,84.96,36169.0,1448.39,165.106,375.33,59.02,647.85,13.385
2007-02-05,5340.0,5301.5,85.08,36169.0,1446.99,165.3627,374.65,58.74,648.45,13.47
2007-02-06,5470.0,5433.5,84.77,36643.0,1448.0,165.4755,376.04,58.88,653.3,13.6213
2007-02-07,5425.0,5391.0,84.71,36643.0,1450.02,164.5036,377.11,57.71,651.45,13.615
2007-02-08,5410.0,5374.0,84.69,36643.0,1448.31,166.3644,375.75,59.71,660.45,13.775
2007-02-09,5580.0,5540.0,84.88,36485.0,1438.06,167.3898,375.03,59.89,666.85,13.865
2007-02-12,5470.0,5431.5,85.12,36189.0,1433.37,163.8628,372.91,57.81,661.1,13.6663
2007-02-13,5749.0,5718.0,84.69,35903.0,1444.26,166.6912,375.53,59.06,664.25,13.875
2007-02-14,5725.0,5698.0,84.18,35881.0,1455.3,165.6871,379.74,58.0,669.13,14.03
2007-02-15,5850.0,5828.0,84.05,35881.0,1456.81,166.7482,381.13,57.99,669.75,13.975
2007-02-16,5810.0,5784.0,84.06,36357.0,1455.54,168.2696,380.69,59.39,669.05,13.975
2007-02-19,5805.0,5775.0,84.02,36357.0,1455.54,168.2696,381.36,59.39,670.75,14.005
2007-02-20,5720.0,5678.0,84.18,36631.0,1459.68,167.1157,381.49,58.07,657.25,13.835
2007-02-21,5790.0,5745.0,84.22,36631.0,1457.63,169.8375,380.17,60.07,678.85,14.225
2007-02-22,6135.0,6100.0,84.34,36631.0,1456.38,172.1865,380.73,60.95,677.45,14.205
2007-02-23,6306.0,6276.0,84.05,36631.0,1451.19,173.3881,381.29,61.14,682.55,14.575
2007-02-26,6290.0,6252.5,83.93,36994.0,1449.38,173.5031,381.93,61.39,686.55,14.705
2007-02-27,6230.0,6194.0,83.46,36994.0,1399.04,171.9815,372.26,61.46,663.35,14.19
2007-02-28,6015.0,5976.0,83.57,36994.0,1406.82,171.0131,368.78,61.79,669.35,14.125
2007-03-01,6110.0,6088.0,83.77,36994.0,1403.17,169.7597,366.3,62.0,664.45,13.625
2007-03-02,6020.0,6003.0,83.74,36994.0,1387.17,168.0822,363.54,61.64,642.45,12.885
2007-03-05,5890.0,5870.5,84.17,36994.0,1374.12,165.935,357.31,60.07,636.6,12.645
2007-03-06,5980.0,5961.0,84.04,36994.0,1395.41,167.4724,362.6,60.69,646.5,12.895
2007-03-07,6140.0,6127.0,83.78,36994.0,1391.97,169.1978,363.23,61.82,649.0,12.975
2007-03-08,6275.0,6270.5,84.13,36994.0,1401.89,169.6665,366.77,61.64,651.8,12.955
2007-03-09,6130.0,6120.0,84.25,36994.0,1402.85,167.8426,367.38,60.05,650.28,12.945
2007-03-12,6265.0,6271.0,83.88,36762.0,1406.6,167.2416,368.77,58.91,650.5,13.015
2007-03-13,6220.0,6240.0,83.71,36435.0,1377.95,166.1196,363.81,57.93,643.8,12.775
2007-03-14,6220.0,6275.0,83.64,36435.0,1387.17,166.2058,360.21,58.16,644.7,12.835
2007-03-15,6540.0,6606.0,83.65,35907.0,1392.28,166.5677,364.03,57.55,646.6,12.995
2007-03-16,6610.0,6670.0,83.19,35706.0,1386.95,166.7282,363.63,57.11,653.4,13.16
2007-03-19,6630.0,6701.0,83.35,35558.0,1402.06,166.5581,367.82,56.59,654.2,13.175
2007-03-20,6645.0,6726.0,83.07,35770.0,1410.94,166.6211,370.34,56.73,658.8,13.305
2007-03-21,6609.0,6680.0,82.77,36565.0,1435.04,167.1778,374.18,59.61,664.2,13.37
2007-03-22,6720.0,6796.0,83.09,36501.0,1434.54,169.7068,377.47,61.69,664.0,13.455
2007-03-23,6720.0,6787.0,83.28,36115.0,1436.11,168.9752,377.99,62.28,657.4,13.155
2007-03-26,6851.0,6913.5,83.08,36115.0,1437.5,169.4586,377.65,62.91,664.1,13.38
2007-03-27,6680.0,6730.0,83.01,36556.0,1428.61,169.6153,376.01,62.93,664.41,13.275
2007-03-28,6660.0,6690.0,83.03,36438.0,1417.23,170.8434,373.92,64.08,665.56,13.345
2007-03-29,6755.0,6795.0,83.09,36438.0,1422.53,172.328,375.55,66.03,661.5,13.305
2007-03-30,6860.0,6916.0,82.93,36349.0,1420.86,171.9626,375.3,65.87,663.8,13.375
2007-04-02,6970.0,7040.0,82.87,36386.0,1424.55,171.466,376.18,65.94,664.0,13.285
2007-04-03,7235.0,7314.0,83.15,36386.0,1437.77,170.8297,379.71,64.64,663.95,13.4
2007-04-04,7420.0,7484.0,82.96,36355.0,1439.37,172.9026,381.37,64.38,674.35,13.61
2007-04-05,7340.0,7392.0,82.677,36355.0,1443.76,173.4819,382.43,64.28,674.45,13.73
2007-04-06,7340.0,7392.0,82.992,36355.0,1443.76,173.4819,382.34,64.28,675.0,13.695
2007-04-09,7340.0,7392.0,83.098,36355.0,1444.61,172.2265,382.27,61.51,670.75,13.7451
2007-04-10,7720.0,7763.0,82.704,36355.0,1448.39,173.857,384.44,61.89,677.9,13.8751
2007-04-11,7830.0,7881.0,82.671,36311.0,1438.87,173.8569,383.29,62.01,677.3,13.865
2007-04-12,7690.0,7731.0,82.369,35870.0,1447.8,173.922,384.36,63.85,676.1,13.905
2007-04-13,7705.0,7753.0,82.129,35908.0,1452.85,174.3511,385.61,63.63,685.52,14.07
2007-04-16,7730.0,7794.5,82.073,35796.0,1468.47,172.5345,390.09,63.61,690.21,14.055
2007-04-17,8049.0,8114.0,81.831,35646.0,1471.48,172.116,390.66,63.1,686.55,13.895
2007-04-18,7985.0,8042.0,81.743,35624.0,1472.5,171.8762,390.92,63.13,690.05,13.975
2007-04-19,7825.0,7866.0,81.644,35358.0,1470.73,171.6142,389.08,61.83,682.95,13.68
2007-04-20,7955.0,8005.0,81.643,35187.0,1484.35,172.2961,392.67,63.38,691.95,13.94
2007-04-23,8010.0,8061.0,81.738,35064.0,1480.93,173.4876,391.95,65.89,689.15,14.02
2007-04-24,7820.0,7866.0,81.546,34940.0,1480.41,171.6911,391.22,64.58,683.65,13.785
2007-04-25,7860.0,7891.0,81.428,34793.0,1495.42,173.8521,393.83,65.84,686.25,13.805
2007-04-26,7659.0,7694.0,81.75,33925.0,1494.25,171.7173,393.4,65.06,674.75,13.325
2007-04-27,7745.0,7801.0,81.529,33695.0,1494.07,173.5625,392.76,66.46,681.55,13.535
2007-04-30,7761.0,7821.0,81.447,33149.0,1482.37,173.2148,391.14,65.71,678.45,13.415
2007-05-01,7990.0,8062.0,81.595,33071.0,1486.3,173.1055,390.68,64.4,673.45,13.255
2007-05-02,7955.0,8017.0,81.767,33003.0,1495.92,172.4076,393.13,63.68,673.15,13.215
2007-05-03,8180.0,8239.0,81.949,32839.0,1502.39,173.7458,394.43,63.19,682.35,13.415
2007-05-04,8320.0,8375.0,81.741,32506.0,1505.62,174.1742,396.45,61.93,688.85,13.435
2007-05-07,8320.0,8375.0,81.676,32506.0,1509.48,172.8543,398.4,61.47,688.75,13.505
2007-05-08,8165.0,8213.0,81.939,32282.0,1507.72,172.0064,396.07,62.26,685.65,13.505
2007-05-09,8050.0,8106.0,82.016,31993.0,1512.58,171.7682,397.71,61.55,680.55,13.365
2007-05-10,7890.0,7947.0,82.292,31529.0,1491.47,171.1049,393.46,61.81,665.65,13.035
2007-05-11,7895.0,7955.0,82.116,31529.0,1505.85,173.442,395.48,62.37,670.85,13.225
2007-05-14,7651.0,7705.0,82.066,31529.0,1503.15,172.2914,395.58,62.46,669.75,13.155
2007-05-15,7760.0,7819.0,81.755,31379.0,1501.19,173.2302,395.66,63.17,672.05,13.205
2007-05-16,7610.0,7665.0,82.163,31379.0,1514.14,172.8086,396.91,62.55,662.15,12.915
2007-05-17,7251.0,7308.0,82.318,31379.0,1512.75,173.4695,396.25,64.86,657.65,12.84
2007-05-18,7272.0,7336.0,82.197,31379.0,1522.75,173.268,398.43,64.94,661.75,12.945
2007-05-21,7405.0,7477.0,82.364,30916.0,1525.1,174.8187,398.89,66.27,663.25,13.07
2007-05-22,7261.0,7329.0,82.386,30881.0,1524.12,171.8773,399.39,64.97,659.25,12.975
2007-05-23,7201.0,7262.0,82.31,30621.0,1522.28,171.5801,400.59,65.77,661.85,13.03
2007-05-24,7000.0,7057.0,82.406,30227.0,1507.51,170.4741,396.61,64.18,654.65,12.855
2007-05-25,7200.0,7270.0,82.331,29473.0,1515.73,172.3663,397.22,65.2,656.0,12.95
2007-05-28,7200.0,7270.0,82.332,29473.0,1515.73,172.3663,397.73,65.2,655.55,12.94
2007-05-29,7265.0,7345.0,82.31,29145.0,1518.11,170.0819,398.7,63.15,656.85,13.185
2007-05-30,7206.0,7285.0,82.433,28191.0,1530.23,171.4363,399.12,63.49,653.45,13.18
2007-05-31,7380.0,7465.0,82.301,27500.0,1530.62,172.7233,401.52,64.01,660.5,13.435
2007-06-01,7450.0,7540.0,82.322,27188.0,1536.34,174.0295,403.99,65.08,671.75,13.69
2007-06-04,7625.0,7725.0,82.058,26983.0,1539.18,175.5631,405.19,66.21,671.15,13.71
2007-06-05,7540.0,7631.5,81.89,26680.0,1530.95,174.8143,403.98,65.61,670.05,13.765
2007-06-06,7420.0,7500.0,81.897,26591.0,1517.38,173.7353,399.77,65.96,670.75,13.7
2007-06-07,7430.0,7506.0,82.294,26456.0,1490.72,173.0702,394.41,66.93,659.15,13.4325
2007-06-08,7140.0,7220.0,82.691,26113.0,1507.67,169.8183,394.23,64.76,648.85,13.1
2007-06-11,7360.0,7445.5,82.712,26113.0,1509.12,172.265,395.71,65.97,653.65,13.225
2007-06-12,7175.0,7257.0,82.891,25843.0,1493.0,171.2891,392.7,65.35,647.25,13.025
2007-06-13,7295.0,7379.0,83.035,25170.0,1515.67,172.173,395.33,66.26,651.75,13.11
2007-06-14,7456.0,7540.0,83.128,24830.0,1522.97,174.8031,399.15,67.65,651.95,13.14
2007-06-15,7500.0,7582.0,82.851,24342.0,1532.91,176.4838,403.25,68.0,655.35,13.23
2007-06-18,7540.0,7618.0,82.715,24165.0,1531.05,176.1004,403.72,69.09,656.35,13.22
2007-06-19,7425.0,7489.0,82.544,23808.0,1533.71,173.5672,403.82,69.1,661.45,13.34
2007-06-20,7519.0,7586.0,82.518,23302.0,1512.84,173.5696,401.95,68.19,654.55,13.19
2007-06-21,7440.0,7500.0,82.731,23057.0,1522.19,172.3956,401.84,68.65,652.04,13.115
2007-06-22,7435.0,7498.0,82.336,22746.0,1502.56,170.8877,398.98,69.14,654.3,13.06
2007-06-25,7475.0,7545.0,82.325,22569.0,1497.74,170.2545,397.7,69.18,651.0,12.865
2007-06-26,7360.0,7442.0,82.295,22487.0,1492.89,168.5223,396.2,67.77,640.9,12.2425
2007-06-27,7370.0,7469.0,82.316,22347.0,1506.35,168.9451,396.07,68.97,643.65,12.29
2007-06-28,7541.0,7648.0,82.333,22123.0,1505.71,168.6144,398.31,69.57,648.95,12.4851
2007-06-29,7560.0,7678.0,81.92,22123.0,1503.35,169.671,399.79,70.68,649.65,12.415
2007-07-02,7730.0,7840.0,81.395,22123.0,1519.43,170.4778,403.53,71.09,657.25,12.625
2007-07-03,7725.0,7829.0,81.486,22123.0,1524.87,170.1042,405.79,71.41,653.2,12.585
2007-07-04,7825.0,7954.0,81.433,22123.0,1524.87,170.1042,406.7,71.41,654.2,12.66
2007-07-05,7860.0,7976.0,81.538,22123.0,1525.4,170.8377,406.05,71.81,649.5,12.495
2007-07-06,7860.0,7966.0,81.465,22123.0,1530.44,171.6349,407.96,72.81,655.9,12.72
2007-07-09,7990.0,8098.0,81.433,22076.0,1531.85,171.7438,409.42,72.19,660.4,12.715
2007-07-10,7910.0,8012.5,80.86,21989.0,1510.12,173.3045,406.4,72.81,663.3,12.915
2007-07-11,7940.0,8053.0,80.73,21877.0,1518.76,173.2893,406.81,72.56,660.6,12.905
2007-07-12,7825.0,7937.0,80.635,21808.0,1547.7,173.509,412.16,72.5,666.8,13.095
2007-07-13,7880.0,7983.5,80.576,21628.0,1552.5,174.5356,414.66,73.93,666.9,13.035
2007-07-16,7790.0,7911.0,80.522,21494.0,1549.52,171.1016,414.29,74.15,664.9,12.935
2007-07-17,7765.0,7882.0,80.54,21360.0,1549.37,169.7959,413.79,74.02,664.9,12.905
2007-07-18,7825.0,7936.0,80.424,21065.0,1546.17,172.8122,411.71,75.05,673.0,13.185
2007-07-19,7970.0,8068.0,80.419,20952.0,1553.08,174.2585,414.62,75.92,677.5,13.245
2007-07-20,8110.0,8206.0,80.288,20679.0,1534.1,173.4794,411.98,75.57,683.4,13.305
2007-07-23,8025.0,8125.0,80.354,20814.0,1541.57,170.1995,413.22,74.89,681.6,13.255
2007-07-24,7960.0,8063.5,80.077,22820.0,1511.04,169.4596,407.75,73.56,681.0,13.245
2007-07-25,7778.0,7879.0,80.652,22728.0,1518.09,169.5774,405.65,75.88,674.9,13.105
2007-07-26,7765.0,7873.0,80.453,22594.0,1482.67,168.7364,396.66,74.95,662.9,12.805
2007-07-27,7750.0,7866.0,80.946,22288.0,1458.95,170.2963,390.07,77.02,661.2,12.705
2007-07-30,7835.0,7960.0,80.849,22021.0,1473.91,171.4609,392.35,76.83,665.0,12.885
2007-07-31,8010.0,8162.0,80.77,21879.0,1455.28,172.4463,393.34,78.21,664.3,12.865
2007-08-01,7860.0,7990.0,80.872,21767.0,1465.81,170.8196,389.87,76.53,666.9,12.985
2007-08-02,7875.0,8001.0,80.713,21655.0,1472.2,170.3883,392.02,76.86,665.6,12.97
2007-08-03,7670.0,7804.0,80.177,21655.0,1433.06,169.597,386.86,75.48,673.0,13.055
2007-08-06,7690.0,7821.0,80.255,21655.0,1467.67,167.5163,388.89,72.06,672.1,12.99
2007-08-07,7745.0,7872.5,80.479,21655.0,1476.71,167.8386,391.19,72.42,672.4,13.085
2007-08-08,7580.0,7705.0,80.343,21655.0,1497.49,168.2686,398.05,72.15,674.8,13.115
2007-08-09,7470.0,7603.5,80.744,21655.0,1453.09,167.5147,389.71,71.59,662.1,12.655
2007-08-10,7450.0,7592.0,80.679,21655.0,1453.64,167.5979,383.15,71.47,672.8,12.855
2007-08-13,7555.0,7711.0,81.048,21655.0,1452.92,168.1385,385.35,71.62,669.5,12.795
2007-08-14,7415.0,7564.0,81.489,21341.0,1426.54,167.8001,379.81,72.38,669.1,12.705
2007-08-15,7310.0,7443.0,81.822,21244.0,1406.7,167.3303,373.77,73.33,667.7,12.495
2007-08-16,6740.0,6850.0,81.729,21244.0,1411.27,161.6784,366.99,71.0,652.3,11.7925
2007-08-17,7010.0,7108.0,81.426,21244.0,1445.94,164.2126,372.66,71.98,657.8,11.715
2007-08-20,7020.0,7107.0,81.4,20897.0,1445.55,161.6999,375.99,71.12,656.8,11.7575
2007-08-21,6975.0,7052.0,81.492,20760.0,1447.12,161.0616,377.25,69.47,657.3,11.615
2007-08-22,7150.0,7233.5,81.249,20912.0,1464.07,161.9504,382.32,69.26,660.8,11.645
2007-08-23,7251.0,7343.0,81.145,20908.0,1462.5,163.1376,384.83,69.83,660.1,11.715
2007-08-24,7315.0,7403.0,80.667,20705.0,1479.37,164.4112,387.82,71.09,668.2,11.965
2007-08-27,7315.0,7403.0,80.739,20705.0,1466.79,163.9875,387.56,71.97,667.6,11.765
2007-08-28,7275.0,7354.0,80.756,20705.0,1432.36,163.5367,381.0,71.73,662.5,11.765
2007-08-29,7370.0,7440.0,80.7,20705.0,1463.76,164.4329,384.56,73.51,667.5,11.8676
2007-08-30,7400.0,7471.0,80.794,20705.0,1457.64,165.097,385.82,73.36,665.3,11.765
2007-08-31,7460.0,7536.0,80.791,20705.0,1473.99,165.5659,391.49,74.04,673.3,12.075
2007-09-03,7390.0,7457.0,80.814,20705.0,1473.99,165.5659,391.91,74.04,672.3,12.12
2007-09-04,7310.0,7369.0,80.88,20705.0,1489.42,167.0351,394.19,75.08,681.8,12.275
2007-09-05,7160.0,7223.0,80.622,20692.0,1472.29,166.9151,390.16,75.73,681.8,12.2075
2007-09-06,7300.0,7367.0,80.472,20692.0,1478.55,166.8485,392.11,76.3,695.4,12.395
2007-09-07,7173.5,7239.0,79.959,20692.0,1453.55,167.1206,387.26,76.7,700.8,12.5088
2007-09-10,7160.0,7222.0,79.816,20692.0,1451.7,168.5959,384.78,77.49,703.1,12.53
2007-09-11,7475.0,7540.0,79.704,20518.0,1471.49,170.2443,390.13,78.23,712.6,12.685
2007-09-12,7420.0,7484.5,79.365,20518.0,1471.56,172.4804,391.11,79.91,711.6,12.655
2007-09-13,7538.0,7606.0,79.513,20518.0,1483.95,171.7432,393.65,80.09,708.3,12.515
2007-09-14,7550.0,7613.5,79.617,20458.0,1484.25,172.3219,393.34,79.1,707.6,12.555
2007-09-17,7500.0,7561.0,79.72,20317.0,1476.65,174.5363,390.21,80.57,717.9,12.785
2007-09-18,7585.0,7633.0,79.209,20275.0,1519.78,175.1102,396.3,81.51,723.5,12.985
2007-09-19,7885.0,7933.0,79.3,20193.0,1529.03,175.8047,404.47,81.93,721.3,12.935
2007-09-20,7890.0,7932.0,78.582,20115.0,1518.75,177.1821,404.78,83.32,733.8,13.355
2007-09-21,7885.0,7929.0,78.597,20115.0,1525.75,177.215,405.98,81.62,731.5,13.525
2007-09-24,8040.0,8092.0,78.527,20115.0,1517.74,177.8375,405.94,80.95,730.5,13.455
2007-09-25,7995.0,8052.0,78.313,20115.0,1517.22,176.7095,405.31,79.53,731.7,13.465
2007-09-26,7940.0,8003.0,78.493,20115.0,1525.42,177.3954,407.25,80.3,728.8,13.395
2007-09-27,8020.0,8084.0,78.338,20115.0,1531.38,179.7148,411.34,82.88,734.5,13.545
2007-09-28,8020.0,8087.0,77.719,20115.0,1526.75,178.2499,411.92,81.66,743.6,13.765
2007-10-01,8110.0,8187.0,77.904,20115.0,1547.04,178.0837,415.88,80.24,747.2,13.715
2007-10-02,8160.0,8239.0,78.303,20115.0,1546.63,176.4893,417.07,80.05,731.6,13.345
2007-10-03,8300.0,8375.0,78.573,20115.0,1539.6,176.5966,416.13,79.94,727.9,13.32
2007-10-04,8200.0,8259.0,78.481,20115.0,1542.84,177.2168,416.05,81.44,738.0,13.395
2007-10-05,8210.0,8269.0,78.308,20115.0,1557.59,175.7248,420.18,81.22,742.7,13.415
2007-10-08,7960.0,8010.0,78.672,20115.0,1552.58,172.1226,418.38,79.02,733.3,13.275
2007-10-09,8060.0,8112.0,78.526,19941.0,1565.15,173.332,421.51,80.26,737.9,13.485
2007-10-10,8180.0,8236.5,78.375,19557.0,1562.47,175.4313,422.56,81.3,741.1,13.555
2007-10-11,8080.0,8133.5,78.078,19557.0,1554.41,177.2139,424.31,83.08,747.85,13.765
2007-10-12,8065.0,8112.5,78.224,19557.0,1561.8,176.9367,423.88,83.69,749.85,13.8
2007-10-15,8150.0,8204.5,78.088,19557.0,1548.71,178.9666,422.0,86.13,759.4,13.825
2007-10-16,8050.0,8099.0,78.251,19557.0,1538.53,178.7786,417.61,87.61,760.5,13.625
2007-10-17,7965.0,8010.5,78.12,19557.0,1541.24,178.5081,418.98,87.4,754.8,13.635
2007-10-18,7860.0,7901.5,77.59,19557.0,1540.08,180.1326,419.53,89.47,768.2,13.795
2007-10-19,7870.0,7912.5,77.407,19557.0,1500.63,179.0457,412.59,88.6,765.2,13.515
2007-10-22,7760.0,7798.0,78.06,19557.0,1506.33,177.3383,408.68,87.56,754.2,13.465
2007-10-23,7795.0,7833.0,77.589,19557.0,1519.59,176.6106,414.14,85.27,759.7,13.585
2007-10-24,7690.0,7724.0,77.546,19557.0,1515.88,176.4767,412.76,87.1,763.7,13.575
2007-10-25,7765.0,7797.5,77.278,19557.0,1514.41,179.2223,415.14,90.46,769.3,13.895
2007-10-26,7870.0,7905.5,77.027,19557.0,1535.28,180.6053,421.42,91.86,785.2,14.235
2007-10-29,7845.0,7862.0,76.837,19557.0,1540.98,182.7905,425.46,93.53,791.8,14.515
2007-10-30,7760.0,7762.0,76.773,19570.0,1531.02,180.4253,423.26,90.38,782.1,14.145
2007-10-31,7725.0,7730.0,76.479,19570.0,1549.38,183.5241,427.63,94.53,796.8,14.495
2007-11-01,7505.0,7506.0,76.594,19225.0,1508.44,182.529,420.71,93.49,787.3,14.105
2007-11-02,7435.0,7438.0,76.337,19095.0,1509.65,184.1863,418.69,95.93,807.0,14.635
2007-11-05,7405.0,7406.5,76.425,18965.0,1502.17,182.2716,415.05,93.98,806.5,14.705
2007-11-06,7480.0,7480.0,76.04,18948.0,1520.27,184.9179,419.51,96.7,825.0,15.595
2007-11-07,7315.0,7305.0,75.412,18948.0,1475.62,183.6708,414.66,96.37,831.1,15.265
2007-11-08,7200.0,7185.5,75.456,18948.0,1474.77,183.5617,411.81,95.46,833.6,15.415
2007-11-09,7030.0,7000.5,75.4,18948.0,1453.7,184.5291,406.48,96.32,832.0,15.465
2007-11-12,6955.0,6912.5,75.902,18948.0,1439.18,182.0106,399.91,94.62,793.5,14.405
2007-11-13,6925.0,6887.0,75.881,18948.0,1481.05,180.2168,405.98,91.17,802.0,14.625
2007-11-14,7130.0,7102.5,75.814,18948.0,1470.58,183.099,408.76,94.09,812.0,14.975
2007-11-15,6929.0,6897.0,76.069,18675.0,1451.15,180.3954,403.08,93.43,788.3,14.395
2007-11-16,7040.0,7002.0,75.827,18585.0,1458.74,181.7637,401.5,95.1,786.3,14.455
2007-11-19,6795.0,6756.0,75.78,18337.0,1433.27,179.9752,395.1,94.64,782.0,14.225
2007-11-20,6795.0,6755.5,75.205,17981.0,1439.7,182.3448,398.54,98.03,802.8,14.725
2007-11-21,6515.0,6473.0,75.073,17981.0,1416.77,181.8537,390.75,97.29,800.22,14.435
2007-11-22,6565.0,6527.0,75.051,17981.0,1416.77,181.8537,391.69,97.29,804.6,14.535
2007-11-23,6710.0,6677.5,75.053,17981.0,1440.7,184.2421,396.16,98.18,823.8,14.775
2007-11-26,6750.0,6721.0,74.859,17981.0,1407.22,184.0217,393.68,97.7,824.6,14.745
2007-11-27,6605.0,6565.5,75.096,17981.0,1428.23,181.2714,395.11,94.42,812.6,14.465
2007-11-28,6715.0,6669.5,75.076,17981.0,1469.02,179.376,402.51,90.62,804.5,14.43
2007-11-29,6880.0,6835.5,75.588,17981.0,1469.72,179.2043,405.44,91.01,793.4,14.165
2007-11-30,7000.0,6960.5,76.147,17981.0,1481.14,177.2468,408.1,88.71,783.55,14.005
2007-12-03,6800.0,6753.0,75.935,17981.0,1472.42,176.5219,406.6,89.31,794.3,14.165
2007-12-04,6695.0,6644.0,75.694,17968.0,1462.79,176.5642,404.26,88.32,801.7,14.315
2007-12-05,6695.0,6637.5,76.413,17743.0,1485.01,176.2162,408.86,87.49,795.4,14.275
2007-12-06,6725.0,6671.0,76.383,17383.0,1507.35,178.1037,412.43,90.23,802.2,14.455
2007-12-07,6910.0,6858.0,76.288,17383.0,1504.66,178.3346,413.89,88.28,794.8,14.365
2007-12-10,6825.0,6765.5,76.062,17023.0,1515.96,178.2244,416.18,87.86,808.2,14.645
2007-12-11,6820.0,6760.0,76.222,16889.0,1477.65,179.5511,411.45,90.02,797.1,14.435
2007-12-12,6720.0,6667.0,76.144,16551.0,1486.59,183.2874,411.89,94.39,813.6,14.655
2007-12-13,6510.0,6456.5,76.562,16372.0,1488.41,180.9656,405.95,92.25,797.3,14.085
2007-12-14,6545.0,6491.0,77.436,16194.0,1467.95,180.6522,400.98,91.27,794.87,13.835
2007-12-17,6381.0,6326.5,77.401,15924.0,1445.9,180.1043,392.88,90.63,793.3,13.835
2007-12-18,6380.0,6323.75,77.412,15634.0,1454.98,179.7242,394.0,90.49,802.75,14.025
2007-12-19,6510.0,6462.0,77.587,15296.0,1453.0,181.3731,393.28,91.24,802.3,14.135
2007-12-20,6530.0,6491.5,77.794,15184.0,1460.12,180.7989,394.26,91.06,796.4,14.225
2007-12-21,6795.0,6766.0,77.721,15115.0,1484.46,183.0264,400.31,93.31,811.8,14.355
2007-12-24,6795.0,6766.0,77.572,15115.0,1496.45,182.9737,403.11,94.13,811.8,14.545
2007-12-25,6795.0,6766.0,77.597,15115.0,1496.45,182.9737,403.78,94.13,807.0,14.405
2007-12-26,6795.0,6766.0,77.15,15383.0,1497.66,185.38,405.29,95.97,824.5,14.685
2007-12-27,6880.0,6838.5,76.607,15604.0,1476.37,185.5681,403.66,96.62,825.6,14.625
2007-12-28,6830.0,6800.0,76.218,15494.0,1478.49,184.7699,404.65,96.0,840.5,14.795
